video_id,views,likes,comments,channel_id,channel_name,date,duration,category_id,genre,subscribers,Unnamed: 11,Unnamed: 12,Unnamed: 13
TaY-jRMbNpk,10400086,185006,1054,UCXy9a8QpkHVsvAXXaQavx2g,We Tech,2024-09-29 13:28:57+00:00,16,28,Technology,42100,,,
Ceqabjjgh8o,8215031,453123,1110,UCMiJRAwDNSNzuYeN2uWa0pA,Mrwhosetheboss,2023-03-19 09:46:20+00:00,48,28,Technology,22200000,,,
9J4eS6I5_s0,7920662,160766,5264,UCMiJRAwDNSNzuYeN2uWa0pA,Mrwhosetheboss,2025-05-15 12:48:05+00:00,2185,28,Technology,22200000,,,
MBQBY9b6OAU,7864329,195085,9687,UCMiJRAwDNSNzuYeN2uWa0pA,Mrwhosetheboss,2025-04-14 11:18:58+00:00,2010,28,Technology,22200000,,,
HzH-2vPLvqM,7694552,176859,4709,UCMiJRAwDNSNzuYeN2uWa0pA,Mrwhosetheboss,2025-11-03 14:30:14+00:00,2051,28,Technology,22200000,,,
d_3U5MKqRKw,7497879,167875,3985,UCMiJRAwDNSNzuYeN2uWa0pA,Mrwhosetheboss,2023-03-17 12:43:39+00:00,808,28,Technology,22200000,,,
NYV2U-q4xy8,8105386,165011,712,UC85MIJMcZNnhxx84BZMlJgg,SimpleGhar Telugu,2023-10-03 12:38:36+00:00,35,28,Technology,5800000,,,
37Vdxu6RONU,7861776,443046,575,UCglXlpWjIi95auM3umWWLdw,Tech Master Shorts,2023-09-12 08:25:00+00:00,56,28,Technology,26500000,,,
3musAfDxu2c,7559403,434574,158,UCBbeXVY55K5estTHrKWJ5Yg,Tech FC Shorts,2023-08-17 15:55:18+00:00,42,28,Technology,8360000,,,
beSVGkFvukI,7900674,408701,732,UCglXlpWjIi95auM3umWWLdw,Tech Master Shorts,2024-05-15 14:20:00+00:00,58,28,Technology,26500000,,,
qNKKSujit94,7194349,185312,13754,UCMiJRAwDNSNzuYeN2uWa0pA,Mrwhosetheboss,2025-12-02 01:01:14+00:00,834,28,Technology,22200000,,,
KflMqooMzF8,7173404,169491,5903,UCMiJRAwDNSNzuYeN2uWa0pA,Mrwhosetheboss,2025-10-21 11:55:28+00:00,1629,28,Technology,22200000,,,
NO7aOLUnppQ,7191544,396522,1358,UCvpfclapgcuJo0M_x65pfRw,Beebom,2023-04-25 12:38:00+00:00,47,28,Technology,3490000,,,
xthioLlBtGk,7862477,197682,272,UCvo2tOQ0yDJLFRi7QAt58yA,MostTechy Shorts,2024-11-02 12:25:27+00:00,46,28,Technology,6410000,,,
icuPo-ppsaE,7271859,362329,1528,UCvpfclapgcuJo0M_x65pfRw,Beebom,2023-01-19 12:57:00+00:00,50,28,Technology,3490000,,,
WZFOd8a7NPg,10190918,0,324,UC3g-16u-KCdQAbSqZIK2Pow,Tech With AK,2025-06-08 10:30:17+00:00,31,28,Technology,1880000,,,
o1OeQygoPKI,10443004,315396,1103,UCq30pSBD9tX6d5_xT5aNPoA,Tech Master,2025-09-15 11:30:47+00:00,58,28,Technology,5070000,,,
Jip_dpVb2Go,8155650,214327,528,UCglXlpWjIi95auM3umWWLdw,Tech Master Shorts,2024-10-13 12:40:00+00:00,43,28,Technology,26500000,,,
nLIp4wd0oXs,6676876,160281,4451,UCXuqSBlHAE6Xw-yeJA0Tunw,Linus Tech Tips,2023-04-09 17:11:24+00:00,732,28,Technology,16700000,,,
07OQ1uQ4-do,7956295,346868,657,UCglXlpWjIi95auM3umWWLdw,Tech Master Shorts,2024-02-07 13:00:00+00:00,51,28,Technology,26500000,,,
AvbcuESuVwA,6701261,390642,351,UCBbeXVY55K5estTHrKWJ5Yg,Tech FC Shorts,2023-04-20 14:15:49+00:00,31,28,Technology,8360000,,,
t1FTD-hTKnE,6654936,411338,2020,UCdoDYkupTElV62K7ttA_E4w,TechBar,2023-03-23 14:52:58+00:00,59,28,Technology,5660000,,,
HMX0vrJj5nM,6442329,185273,4485,UCMiJRAwDNSNzuYeN2uWa0pA,Mrwhosetheboss,2023-01-27 15:40:26+00:00,633,28,Technology,22200000,,,
j31dmodZ-5c,6306212,201788,21053,UCBJycsmduvYEL83R_U4JriQ,Marques Brownlee,2025-10-30 01:46:49+00:00,972,28,Technology,20700000,,,
D6jDX4lpOnY,10352956,373678,648,UCdoDYkupTElV62K7ttA_E4w,TechBar,2025-10-09 14:30:08+00:00,49,28,Technology,5660000,,,
gVj39aeDqYc,6320232,230772,1239,UCvpfclapgcuJo0M_x65pfRw,Beebom,2023-06-14 12:51:19+00:00,56,28,Technology,3490000,,,
Yv__tiHDkzU,5937745,136146,150,UCwKz1dvv_ZbZ2uGtbKp-TNQ,RealYouMan,2024-02-26 12:58:06+00:00,27,28,Technology,614000,,,
NDEwYuTL-8s,5658009,386237,366,UCBbeXVY55K5estTHrKWJ5Yg,Tech FC Shorts,2023-05-04 09:34:54+00:00,39,28,Technology,8360000,,,
#NAME?,5710236,173715,500,UC7ySZBzw3bqY7MTk6irMd0Q,SimpleGhar Malayalam,2023-09-09 12:30:00+00:00,36,28,Technology,2300000,,,
WoHS28_WERo,5446652,108905,5165,UCs6EmLAT4lTWwCSJRgbbchQ,TechShot,2025-02-08 12:30:35+00:00,1802,28,Technology,2140000,,,
Ad3HP6iRyUE,5434846,134458,4680,UCMiJRAwDNSNzuYeN2uWa0pA,Mrwhosetheboss,2025-05-28 14:40:48+00:00,1085,28,Technology,22200000,,,
PbB5r2p3Sl4,5587133,342225,3416,UCglXlpWjIi95auM3umWWLdw,Tech Master Shorts,2024-05-25 14:43:01+00:00,51,28,Technology,26500000,,,
hRHQgU5obiQ,5103338,105511,9512,UCs6EmLAT4lTWwCSJRgbbchQ,TechShot,2025-03-18 12:30:43+00:00,2294,28,Technology,2140000,,,
UXRGXct6LzU,5139616,363543,1092,UCrkP7L7oieiejXdQHWLqYIg,Manoj Saru,2023-02-14 06:30:05+00:00,60,28,Technology,9350000,,,
zhZVp1DtjzY,5072756,294645,1102,UCMiJRAwDNSNzuYeN2uWa0pA,Mrwhosetheboss,2023-04-21 14:08:05+00:00,51,28,Technology,22200000,,,
2OifaZXBFOw,5010679,235236,1367,UCvpfclapgcuJo0M_x65pfRw,Beebom,2023-04-08 11:38:00+00:00,42,28,Technology,3490000,,,
VXp9c9FPyUc,5295437,330483,436,UCglXlpWjIi95auM3umWWLdw,Tech Master Shorts,2023-02-09 06:15:02+00:00,60,28,Technology,26500000,,,
6nSOVYgsNrM,4936337,49082,200,UCIwDtUGlxhQcQ38ihxtGD3Q,Tech Guru Kaka,2024-09-03 13:36:58+00:00,28,28,Technology,720000,,,
N11x5t0jE1w,5299366,216939,1270,UCMiJRAwDNSNzuYeN2uWa0pA,Mrwhosetheboss,2024-09-14 09:45:54+00:00,56,28,Technology,22200000,,,
OaadXSqRt9o,4838824,102836,556,UCiWK-hBKsAPriJXFcT4wk5w,Shakeuptech,2024-12-20 12:25:02+00:00,10,28,Technology,243000,,,
UGbiaVyTBE4,4580342,189622,418,UCOTGVctbHD4UJK3R6Evfx9Q,TECH-iELA Shorts,2023-12-19 08:16:18+00:00,52,28,Technology,9950000,,,
oVPWhVgEF0U,5466162,245272,731,UCMiJRAwDNSNzuYeN2uWa0pA,Mrwhosetheboss,2025-01-20 14:37:10+00:00,59,28,Technology,22200000,,,
GE-Y7F2rIpw,4712852,207792,258,UCvo2tOQ0yDJLFRi7QAt58yA,MostTechy Shorts,2023-02-16 15:57:11+00:00,37,28,Technology,6410000,,,
RYzRKyUcSpo,6041732,90060,103,UCt0qYcfttL9sBLg8dydEKSg,Powered Tech,2025-08-04 12:08:26+00:00,59,28,Technology,130000,,,
z9TReZE89aU,6028692,243573,922,UCaqCq8m0So3FMvXyIlDTkGQ,Naatu Tech,2025-01-02 14:06:48+00:00,47,28,Technology,959000,,,
w7iFZIRFXEI,4368140,188670,731,UCOTGVctbHD4UJK3R6Evfx9Q,TECH-iELA Shorts,2024-07-08 09:41:36+00:00,61,28,Technology,9950000,,,
v5lc7UAAats,7412793,254629,3601,UCBJycsmduvYEL83R_U4JriQ,Marques Brownlee,2025-10-24 02:20:38+00:00,72,28,Technology,20700000,,,
MmFLDvOFLW0,4165538,119428,5651,UCMiJRAwDNSNzuYeN2uWa0pA,Mrwhosetheboss,2025-08-07 17:00:26+00:00,762,28,Technology,22200000,,,
LyFgZiYfl_M,4146694,84601,3191,UCs6EmLAT4lTWwCSJRgbbchQ,TechShot,2025-02-16 11:30:12+00:00,1451,28,Technology,2140000,,,
PlU-W15AlY0,4106649,98136,2403,UCs6EmLAT4lTWwCSJRgbbchQ,TechShot,2025-01-18 06:30:17+00:00,1601,28,Technology,2140000,,,
VDYdqAgkORs,4148553,223922,2187,UCOTGVctbHD4UJK3R6Evfx9Q,TECH-iELA Shorts,2024-02-17 08:35:44+00:00,50,28,Technology,9950000,,,
iiOi4rD83kM,4007139,124751,4312,UCMiJRAwDNSNzuYeN2uWa0pA,Mrwhosetheboss,2026-01-09 12:13:25+00:00,1142,28,Technology,22200000,,,
tYUC_Ni3lb4,3916719,106662,4428,UCBJycsmduvYEL83R_U4JriQ,Marques Brownlee,2024-07-19 00:56:54+00:00,675,28,Technology,20700000,,,
LKsfYIXb2Fs,3954786,131529,772,UCvpfclapgcuJo0M_x65pfRw,Beebom,2023-11-17 12:38:00+00:00,38,28,Technology,3490000,,,
7uFrtqSwYzM,6693736,97083,3053,UCxqG_E-68WAE0TWYfIopv6Q,Digifix,2024-12-22 16:49:00+00:00,16,28,Technology,139000,,,
YSoytH9WZNw,3836922,281847,4056,UCkm0j0CQdElEFtWw7agfOlA,Trakin Shorts,2024-12-06 05:30:10+00:00,59,28,Technology,2830000,,,
YEZfHazfkWo,8219404,73699,162,UCMGU89_ugeQpPPEkN_f0_iQ,MK TECH & GAMING,2025-08-06 15:27:34+00:00,12,28,Technology,161000,,,
0ld0f3JypMk,3742801,103096,157,UC85MIJMcZNnhxx84BZMlJgg,SimpleGhar Telugu,2024-01-25 12:32:26+00:00,39,28,Technology,5800000,,,
JtI4KOHmxZo,3926493,310199,316,UCglXlpWjIi95auM3umWWLdw,Tech Master Shorts,2023-07-29 07:30:06+00:00,52,28,Technology,26500000,,,
ZvOeDduRP-w,5106696,199951,593,UCdoDYkupTElV62K7ttA_E4w,TechBar,2025-05-16 07:57:39+00:00,74,28,Technology,5660000,,,
YeBn65cninc,3800476,110942,419,UCKk9JCBLDy6bOp5cUAQYrUQ,Sillycorns,2024-09-22 06:33:46+00:00,24,28,Technology,641000,,,
GZPDH7V6XYQ,4056367,227968,303,UCglXlpWjIi95auM3umWWLdw,Tech Master Shorts,2024-05-23 14:17:00+00:00,56,28,Technology,26500000,,,
F1kogMBS6LE,3890893,177124,416,UCdp6GUwjKscp5ST4M4WgIpw,TechWiser,2025-03-15 12:00:18+00:00,54,28,Technology,2470000,,,
1Q2KnNdxEiE,3349977,146410,2381,UCOTGVctbHD4UJK3R6Evfx9Q,TECH-iELA Shorts,2023-12-02 08:40:16+00:00,34,28,Technology,9950000,,,
E5ZU41F3n00,5596840,205928,703,UCMiJRAwDNSNzuYeN2uWa0pA,Mrwhosetheboss,2025-08-12 10:59:18+00:00,59,28,Technology,22200000,,,
2-Q2DY01huY,3197460,69124,52,UCwKz1dvv_ZbZ2uGtbKp-TNQ,RealYouMan,2024-09-24 07:24:41+00:00,19,28,Technology,614000,,,
AI-B1VAFQaE,3173538,180828,208,UCvo2tOQ0yDJLFRi7QAt58yA,MostTechy Shorts,2023-05-23 14:53:45+00:00,37,28,Technology,6410000,,,
GwfmiQCwJcw,6903765,31193,111,UChNDZkwOHEYwm5uVycADEdQ,ANI TECH,2025-08-13 13:02:57+00:00,9,28,Technology,121000,,,
FM_nepotbw4,2891230,73555,1592,UCXUJJNoP1QupwsYIWFXmsZg,Tech Burner,2024-05-06 16:35:49+00:00,756,28,Technology,12500000,,,
c0NkO-MayB0,2948392,175068,287,UCe_-TsRz3GH8UVjN0ApzXJQ,Tech Shan Tamil,2023-12-25 05:05:00+00:00,60,28,Technology,933000,,,
s4ET7Vn3nz4,2665138,26749,1908,UCCsREoj8rSRkEvxWqxr74rQ,Cybernews,2025-01-13 17:01:03+00:00,1886,28,Technology,828000,,,
Jh22Sb8Llek,2743420,141264,689,UCdp6GUwjKscp5ST4M4WgIpw,TechWiser,2023-06-17 07:09:01+00:00,50,28,Technology,2470000,,,
VUPkMyi8slg,2580473,112353,593,UCvpfclapgcuJo0M_x65pfRw,Beebom,2023-02-27 12:40:40+00:00,43,28,Technology,3490000,,,
TqkhQi9Vly4,2432111,150375,555,UCp57W-eQjbYUPJuTMEfbf1Q,Counting Unique,2023-01-31 13:09:47+00:00,60,28,Technology,3690000,,,
8QZmnW9CobA,2350251,16653,548,UCcq8pko7KqkgYeXMM_SGFNA,TechJoint,2024-05-21 17:30:00+00:00,2716,28,Technology,1050000,,,
RmDWDZXXXD8,2419556,111123,105,UCBbeXVY55K5estTHrKWJ5Yg,Tech FC Shorts,2024-09-08 06:26:26+00:00,44,28,Technology,8360000,,,
3ynWoTY9HtM,3199025,132235,386,UC_B36fUbxBshYSIDU3JNjMQ,Jorge Powell,2025-09-22 22:19:13+00:00,55,28,Technology,115000,,,
9CwWc90F1Ok,193196468,0,2580,UCg_2rtTN4Mk0xQiSUg4VnAg,Tootal Gaming 69,2023-03-18 12:58:00+00:00,16,20,Gaming,621000,,,
L7fR6_LUkeA,160412181,0,1043,UCg_2rtTN4Mk0xQiSUg4VnAg,Tootal Gaming 69,2023-03-15 13:37:00+00:00,22,20,Gaming,621000,,,
bouHyIsaSaM,87571665,996112,995,UCdgz77j3OPRW69LOFbhtqig,Falcan Gamer,2023-03-26 12:08:50+00:00,45,20,Gaming,1250000,,,
2-67twDuY-Q,77582616,2331702,30133,UCsIiIEGRoBILi8LSkWNPqXA,Danucd,2023-12-02 11:27:43+00:00,27,20,Gaming,719000,,,
mJVM9DQc72M,75180605,0,3411,UC_mDb4byCc6hg8-6nuCiG2A,kar98 Army,2023-10-14 08:18:50+00:00,60,20,Gaming,11200000,,,
XdO8rilllEY,56304563,3005165,8064,UCWBWgCD4oAqT3hUeq40SCUw,Sambucha,2023-03-04 18:15:01+00:00,57,20,Gaming,11200000,,,
ly7QhOGGp4g,42353297,1593770,91050,UCX8pnu3DYUnx8qy8V_c6oHg,Techno Gamerz,2024-07-14 03:30:18+00:00,6049,20,Gaming,49400000,,,
5-WDK8p4Chg,38429971,1428005,107758,UCX8pnu3DYUnx8qy8V_c6oHg,Techno Gamerz,2024-07-27 05:52:21+00:00,4404,20,Gaming,49400000,,,
435hwMK37HU,105233437,895771,156,UCI6US3HjpD_KsYtC-Dbig6g,The iPad Gamer,2023-03-08 04:30:02+00:00,26,20,Gaming,733000,,,
TBqSBMO7WNo,38857724,372674,343,UC0hWgcc02QfOJiSZ24c4uKQ,Oddman Games,2023-07-13 04:00:09+00:00,21,20,Gaming,3110000,,,
2_Ur5IjW_c8,36677320,176677,16907,UCC-RHF_77zQdKcA75hr5oTQ,FGTeeV,2023-02-17 23:07:32+00:00,1948,20,Gaming,25100000,,,
0eDxK64eeA0,38251800,633900,1273,UChRC_1EovxI0_fRj4w_Zkbw,Neetu Gaming,2024-09-07 07:06:07+00:00,58,20,Gaming,1170000,,,
